time,beach.x,presence,bluebottles,crt_salt,crt_temp,crt_u,crt_v,wnd_sfcWindspeed,wnd_temp,wnd_uas,wnd_vas,wave_hs,wave_t01,wave_cge,wave_fp,wave_cos_dir,wave_dir,wnd_dir
2016-04-17,0,0,0,35.781578,21.805939,0.020447401,0.03662221,6.888671875,294.890625,1.3984375,6.4443359375,1.4234166,6.7941666,8.3125,0.10637501,-0.6209216,129.0569,12.24350460342174
2016-04-18,0,0,0,35.77822,21.720322,0.025330363,0.04242073,4.771484375,295.09375,0.59375,4.4208984375,1.3864168,6.6820836,7.5416675,0.12362503,-0.7172509,135.86615,7.649352072149213
2016-04-19,0,0,0,35.781578,21.829285,-0.010986663,0.0073244423,2.462890625,295.015625,0.31640625,1.7822265625,1.06075,6.8808327,4.295833,0.11741665,-0.64240503,130.19196,10.067071592970136
2016-04-20,0,0,0,35.7799,21.860413,-0.049745172,-0.053102206,2.62109375,295.21875,-0.6005859375,-0.875,0.90683335,6.744166,3.0166664,0.11704168,-0.2980046,107.44532,214.4650780184008
2016-04-21,0,0,0,35.781578,21.883759,-0.08636738,-0.12787256,4.15234375,295.46875,-0.0732421875,-2.7099609375,0.8695,6.6091666,2.8083334,0.116208345,0.009233195,89.46966,181.54815769897797
2016-04-22,0,0,1,35.806755,21.782593,0.08209479,0.12115848,10.376953125,295.171875,1.828125,10.0576171875,1.6693335,5.78375,10.683334,0.13458334,-0.69766426,140.35883,10.301909052167504
2016-04-23,0,0,1,35.805077,21.463516,0.19837031,0.26306954,9.7265625,295.015625,-1.4638671875,9.37109375,2.4227502,6.592083,21.6625,0.121375,-0.8573935,150.7156,351.1215265503124
2016-04-24,0,0,1,35.808434,21.300095,0.067751095,0.0921659,4.30859375,294.890625,-2.2021484375,3.0537109375,1.8699168,6.8570824,13.412499,0.10875001,-0.55735016,123.94579,324.2031764981661
2016-04-25,0,0,0,35.820183,21.198914,-0.03295999,-0.034485914,2.35546875,294.546875,-0.40234375,0.4345703125,1.5596666,7.255417,9.849999,0.10400001,-0.37769166,112.25371,317.2051657521523
2016-04-26,0,0,0,35.816826,21.230042,-0.07660146,-0.09430219,3.173828125,294.71875,-0.4580078125,-1.265625,1.3340001,7.044584,6.9750004,0.107625,-0.15754063,99.08725,199.89431447248631
2016-04-28,0,0,0,35.865505,21.307877,-0.11413923,-0.15198217,4.59765625,294.734375,-0.9970703125,-4.2509765625,1.1746669,6.6300006,5.104167,0.11925001,0.16945247,80.23753,193.20016303035555
2016-04-29,0,0,0,35.87054,21.40126,-0.11169775,-0.14923552,4.79296875,294.75,-1.1787109375,-4.1962890625,1.2513334,6.472084,5.662499,0.126,0.2611589,74.85432,195.68971520407848
2016-04-30,0,0,0,35.868862,21.393478,0.030823695,0.01678518,4.849609375,294.859375,0.2919921875,-4.6611328125,1.1015834,6.936667,4.6916666,0.12795834,0.29655823,72.74163,176.4154449620014
2016-05-01,0,0,0,35.83697,21.058838,0.13641773,0.15045625,6.212890625,294.65625,3.65234375,-1.09375,0.9184167,6.792917,3.2749999,0.122625016,0.20554245,77.93576,106.67113050734258
2016-05-02,0,0,0,35.82186,20.79425,0.11169775,0.13275552,2.837890625,294.515625,1.2373046875,-0.8583984375,0.88549995,7.944584,3.6000001,0.09854168,-0.4157648,114.85057,124.75155162262098
2016-05-04,0,0,1,35.82858,20.45961,0.122684404,0.15076144,3.083984375,294.40625,1.89453125,1.3515625,0.7556667,7.7516656,2.3666666,0.11750001,-0.31582224,110.433945,54.49586119708056
2016-05-05,0,0,0,35.808434,20.397354,0.135197,0.16693625,3.314453125,294.265625,0.2783203125,-2.3271484375,0.88808346,7.2700005,3.1958332,0.109291665,-0.17573698,100.24692,173.1799818188107
2016-05-06,0,0,0,35.796684,20.366226,0.04364147,0.06042665,2.294921875,294.03125,-0.0478515625,-1.67578125,0.8641668,8.379167,3.4541667,0.100166686,0.15553872,81.04542,181.6356238436013
2016-05-07,0,0,0,35.77822,20.57634,-0.051881466,-0.06836146,2.873046875,294.21875,-0.6162109375,-2.3720703125,0.99641675,8.3775,4.6,0.097875,0.20440806,78.20418,194.56228445697224
2016-05-08,0,0,0,35.773186,20.521866,-0.051271096,-0.07293924,3.0234375,294.25,0.3974609375,-1.8251953125,1.2065,7.1975007,6.0958333,0.09666667,0.2473759,75.67505,167.71486439494493
2016-05-09,0,0,0,35.764793,20.405136,-0.121768855,-0.17303994,7.505859375,294.03125,1.21484375,-7.0224609375,1.4043332,7.0916657,7.9750004,0.10183334,0.33398366,70.467354,170.1853112543298
2016-05-10,0,0,0,35.76647,20.140533,0.07599109,0.07843257,7.6796875,293.78125,6.9189453125,0.1015625,1.0339168,6.7295833,4.7791667,0.098166674,-0.025766097,91.760025,89.15902143310603
2016-05-11,0,0,0,35.784935,19.93042,0.15106662,0.17029329,5.5546875,293.53125,4.7578125,-1.0576171875,1.1011666,8.588333,6.0124993,0.091416664,-0.9523714,162.65051,102.532543253514
2016-05-13,0,0,0,35.8034,20.101624,0.18677327,0.22888882,4.41796875,293.734375,3.98046875,-0.3837890625,1.0236669,9.237916,5.6833324,0.08516667,-0.99560666,174.85007,95.50732366229175
2016-05-14,0,0,0,35.810112,20.031586,0.106509596,0.124210335,4.421875,293.96875,1.2490234375,-3.5380859375,0.7979167,7.785,2.929167,0.10216666,-0.96917725,166.52603,160.55582918832465
2016-05-15,0,0,0,35.816826,19.883728,0.08270516,0.09674367,3.123046875,294.109375,2.2607421875,-0.0068359375,0.62875,8.447499,1.9291664,0.099083334,-0.95882916,163.669,90.17324804935384
2016-05-16,0,0,0,35.76983,20.366226,0.013122959,0.012817774,4.625,294.015625,0.4677734375,-3.8779296875,1.28375,7.4183345,7.3999996,0.09508333,-0.974799,167.39206,173.12195434691057
2016-05-17,0,0,0,35.77822,20.319534,0.10254219,0.12115848,4.544921875,294.21875,3.6396484375,1.1328125,0.84975004,7.5454164,3.125,0.10945835,-0.9761133,168.14334,72.71164937005892
2016-05-18,0,0,0,35.78997,20.195007,0.07843257,0.09430219,5.70703125,294.25,4.82421875,0.0576171875,0.9321668,6.445417,3.125,0.116875,-0.9737776,167.27531,89.31573071404955
2016-05-19,0,0,0,35.82522,20.358444,0.14801477,0.17212439,5.333984375,294.140625,4.927734375,1.0341796875,0.7385833,7.5929165,2.45,0.101,-0.9636063,164.64543,78.14739863435881
2016-05-20,0,0,0,35.833614,20.4207,0.09063997,0.11383404,3.43359375,294.015625,0.4072265625,2.0283203125,1.7870833,8.975416,17.575003,0.08245833,-0.9812861,168.96663,11.352365926371704
2016-05-21,0,0,0,35.831936,20.545212,0.0756859,0.09460738,2.49609375,294.109375,0.1171875,-1.5771484375,1.7851666,8.738332,16.199999,0.09004167,-0.96888804,165.85445,175.75053739879274
2016-05-22,0,0,0,35.79165,20.848724,-0.106509596,-0.14007996,4.130859375,294.34375,0.3291015625,-3.7412109375,1.3936667,8.033751,9.108334,0.097833335,-0.8612902,150.17947,174.97282605904638
2016-05-26,0,0,0,35.80004,20.249496,-0.06897183,-0.09887997,7.224609375,294.3125,5.3603515625,-2.2470703125,1.1635002,7.9920826,6.179167,0.10237502,-0.97838575,168.93675,112.74353057197038
2016-05-30,0,0,0,35.781578,20.031586,-0.1126133,-0.12909329,4.939453125,294.640625,2.953125,3.6728515625,1.3074167,6.3391666,6.045833,0.12129167,-0.9396588,160.2618,38.80072506788167
2016-05-31,0,0,0,35.73458,20.646378,-0.19165623,-0.22370067,3.0234375,294.625,-0.02734375,2.1484375,1.3105835,5.8458333,5.537501,0.13083334,-0.82582945,146.18652,359.27082035799793
2016-06-01,0,0,0,35.707726,20.73198,-0.17670217,-0.21057771,2.6640625,294.515625,0.1845703125,2.4775390625,1.1425834,6.617916,4.733333,0.12354166,-0.8373043,146.86667,4.260518635864969
2016-06-02,0,0,0,35.717796,20.724197,-0.16327402,-0.19257179,4.794921875,294.5,0.61328125,4.7109375,1.1736667,6.9837494,5.3375,0.11079166,-0.8140982,144.5,7.41719015244945
2016-06-03,0,0,0,35.71444,20.934326,-0.22034363,-0.26764733,6.146484375,294.28125,-3.640625,-1.7236328125,1.2305833,5.77,4.920833,0.13187502,-0.5272727,124.39158,244.66505632207583
2016-06-10,0,0,0,35.62044,20.280624,-0.113528855,-0.14374217,6.44921875,294.734375,6.3359375,0.38671875,1.2699999,8.435833,7.9125,0.09333334,-0.5729887,125.98532,86.50724161353668
2016-06-11,0,0,0,35.64394,19.953766,0.006714072,0.009460738,7.939453125,294.421875,4.8203125,5.0498046875,1.7804168,7.5291667,15.491666,0.09650001,-0.87455124,152.6256,43.66804367435486
2016-06-12,0,0,0,35.64562,20.132751,-0.08728294,-0.10071108,3.263671875,294.265625,2.0078125,2.1201171875,1.8803333,7.9874997,16.708334,0.09333334,-0.9412093,160.78317,43.44159221598648
2016-06-13,0,0,0,35.659046,20.070496,-0.13245033,-0.16418958,3.57421875,294.359375,1.6962890625,-2.4677734375,1.3024999,8.337917,8.454166,0.09187499,-0.72278214,137.06154,145.49628862987458
2016-06-14,0,0,0,35.670795,20.016022,-0.1657155,-0.19959106,4.15234375,294.046875,2.71484375,1.27734375,0.9850002,7.875833,4.7625,0.089708336,-0.27279454,105.87569,64.80284668086551
2016-06-15,0,0,0,35.70269,20.140533,-0.20569475,-0.2517777,2.62890625,294.0,0.8544921875,-1.7041015625,1.1691667,7.4750004,6.054167,0.093458354,-0.32922933,109.61351,153.36931794725933
2016-06-16,0,0,0,35.709404,19.922638,-0.19165623,-0.24201179,4.837890625,294.0,1.7998046875,-4.4443359375,1.1505834,8.744999,6.8375,0.095374994,-0.24854566,104.4003,157.95372898539108
2016-06-18,0,0,0,35.68255,20.000458,-0.20203254,-0.23987548,5.533203125,294.0,1.79296875,3.43359375,0.9405832,6.61875,3.3958337,0.101750016,-0.08168598,94.913956,27.5728567465751
2016-06-19,0,0,0,35.63387,19.938202,-0.16937773,-0.2026429,8.33203125,293.890625,-2.4248046875,-5.0634765625,1.7842503,6.6820836,13.887501,0.11083334,-0.04368363,92.87863,205.5888929549941
2016-06-20,0,0,0,35.647297,19.704727,-0.048524432,-0.08484146,7.470703125,293.765625,6.2294921875,-3.7099609375,1.417417,7.5791664,9.245833,0.10325,0.19622354,78.1423,120.77582408466196
2016-06-21,0,0,0,35.695976,18.545181,-0.047914058,-0.07141331,6.712890625,293.421875,3.8203125,-4.9794921875,1.4700837,9.081249,11.858334,0.088875,-0.9889595,171.92957,142.50424592613558
2016-06-22,0,0,0,35.709404,18.475143,0.14069033,0.1596118,6.3984375,293.15625,5.677734375,-0.671875,1.1807503,8.609583,7.324999,0.09112501,-0.99731684,177.02168,96.74871473308605
2016-06-23,0,0,0,35.717796,18.373978,0.035706654,0.030823695,7.04296875,292.90625,3.1904296875,-6.0693359375,0.7190833,7.5749993,2.2583334,0.095166676,-0.9867048,171.34705,152.27072393171738
2016-06-25,0,0,0,35.727867,18.179413,0.19501327,0.23438215,7.283203125,292.875,5.78125,3.7060546875,2.31225,7.94,23.883333,0.100375,-0.9789023,168.68883,57.3382078477801
2016-06-26,0,0,0,35.721153,18.311722,0.104373306,0.122989595,3.43359375,292.765625,2.8056640625,-1.2919921875,1.931167,8.4245825,17.508333,0.09933332,-0.92997915,158.49153,114.72579892887744
2016-06-27,0,0,0,35.771507,18.638565,0.12146367,0.14618365,8.08203125,292.640625,6.2861328125,4.7744140625,2.009667,7.633333,17.670834,0.10541666,-0.932208,158.96962,52.782773539863456
2016-06-28,0,0,0,35.76983,18.451797,0.09674367,0.115970336,6.0,292.515625,4.5146484375,2.9033203125,1.7565836,6.933334,12.237499,0.11637502,-0.8778052,151.78241,57.25537882102861
2016-06-29,0,0,0,35.76983,18.319504,-0.025940733,-0.035706654,3.296875,292.828125,1.4404296875,-2.4541015625,1.0477501,6.63875,3.9833333,0.12508334,-0.67194206,132.34622,149.5892873770233
2016-06-30,0,0,0,35.784935,18.482925,-0.08514664,-0.11810663,7.267578125,292.765625,4.4443359375,-5.0625,0.62883335,6.0441666,1.4375,0.12400001,-0.43458822,115.91177,138.7203126473786
2016-07-01,0,0,0,35.798363,18.241669,0.10223701,0.120548114,7.552734375,293.078125,6.9228515625,2.6650390625,1.2220833,5.7370834,6.5791664,0.126625,-0.98498815,171.00569,68.94515976635421
2016-07-02,0,0,0,35.79165,18.296158,0.17029329,0.2029481,5.2890625,293.125,4.8271484375,1.3994140625,0.9770834,6.169584,3.4208333,0.13070834,-0.9829785,169.56665,73.83286639515768
2016-07-03,0,0,0,35.798363,18.996552,0.056154057,0.06378368,3.203125,293.125,2.58984375,-1.234375,0.58250004,6.075833,1.1999999,0.13183336,-0.9571829,163.42561,115.48346884943489
2016-07-04,0,0,0,35.798363,18.864258,0.010681478,0.010071108,2.912109375,293.125,2.0595703125,-1.5625,0.40266666,6.585834,0.6625001,0.10408334,-0.7658567,141.7019,127.1858956434554
2016-07-05,0,0,0,35.798363,18.70082,0.028077029,0.020447401,6.626953125,293.125,5.0068359375,-4.1689453125,0.6324168,6.6775002,1.5083336,0.12491667,-0.05352493,93.27096,129.7824799278414
2016-07-10,0,0,0,35.75808,18.73973,-0.053102206,-0.07141331,5.310546875,292.59375,-0.1005859375,-4.66796875,2.00375,8.985,21.387499,0.08412499,-0.50814253,120.62236,181.23442513642505
2016-07-15,0,0,0,35.84872,17.9693,0.06256294,0.0756859,2.8046875,291.859375,1.7578125,0.9052734375,1.5140834,9.480418,13.249999,0.081541665,-0.99264294,173.05,62.751532573355234
2016-07-16,0,0,0,35.83865,18.000427,0.079348125,0.10254219,2.943359375,291.875,-1.1982421875,1.078125,1.4287502,7.4687505,9.383332,0.09212502,-0.9666977,165.80798,311.97947191500543
2016-07-17,0,0,0,35.826897,18.124939,0.0656148,0.0756859,3.78515625,292.421875,0.6396484375,-3.3203125,0.984,7.049584,4.091666,0.09791667,-0.9342248,159.84653,169.095723304501
2016-07-18,0,0,0,35.763115,18.475143,-0.03662221,-0.054322947,3.09765625,292.71875,2.1865234375,-1.94921875,0.5845,6.879166,1.3499999,0.109875,-0.8225805,145.44313,131.7160271816444
2016-07-19,0,0,0,35.76815,18.623001,-0.16052736,-0.21057771,3.109375,292.96875,-0.2919921875,0.8046875,0.5295001,6.9758334,1.1541667,0.12541668,-0.64534634,134.29572,340.05598415981166
2016-07-20,0,0,0,35.73626,18.731949,-0.12024292,-0.10895108,6.451171875,292.78125,1.078125,5.9453125,0.9509167,5.4437504,3.2333333,0.12654169,-0.9410103,161.82991,10.278342120239984
2016-07-21,0,0,0,35.774864,19.043243,-0.15778069,-0.20111698,3.783203125,292.96875,1.8095703125,-2.8056640625,1.1599166,6.1945834,4.804167,0.14716667,-0.6034935,127.30762,147.17918105252414
2016-07-22,0,0,0,35.79165,19.06659,-0.111087374,-0.16632588,8.611328125,292.78125,5.3740234375,-5.1328125,0.76350015,5.549167,2.1750002,0.10241669,-0.713221,138.29848,133.684861785026
2016-07-28,0,0,0,35.78997,17.463455,-0.053712577,-0.06805628,6.18359375,292.890625,5.953125,0.68359375,1.36475,9.272082,11.191667,0.08020834,-0.9950568,174.45007,83.449451071319
2016-07-29,0,0,0,35.80004,17.486801,-0.055848874,-0.068666644,5.54296875,293.21875,5.3154296875,0.37890625,1.13825,8.525,6.8208337,0.086375,-0.9922355,173.04585,85.92261214769599
2016-07-30,0,0,0,35.776543,18.327286,-0.1944029,-0.23865475,3.990234375,293.25,1.1669921875,-1.9267578125,1.2777501,8.223332,8.566666,0.08529166,-0.983188,169.60419,148.79768992796744
2016-08-01,0,0,0,35.81179,18.934296,-0.16144292,-0.19562365,3.53515625,293.140625,1.9892578125,-0.9365234375,1.0018333,8.327918,4.7041664,0.093541674,-0.96457297,165.04314,115.210604992321
2016-08-02,0,0,0,35.82354,19.18332,0.01556444,0.049745172,11.22265625,293.125,-1.48828125,10.7177734375,2.385833,6.339583,22.025002,0.116541676,-0.9583554,163.52505,352.09440228903225
2016-08-06,0,0,0,35.806755,18.202759,-0.08728294,-0.09979553,3.4921875,292.140625,0.328125,3.1943359375,2.1578336,8.429999,23.033335,0.090166666,-0.8225084,145.37927,5.864902646897292
2016-08-08,0,0,0,35.76983,18.661911,-0.18982513,-0.229194,2.88671875,292.71875,0.5341796875,-1.3056640625,1.232667,7.6362495,6.516667,0.11004167,-0.7187287,136.01584,157.7493077118794
2016-08-09,0,0,0,35.781578,18.708603,-0.19684438,-0.2499466,6.55859375,292.640625,0.4033203125,-6.4248046875,0.9349167,7.0008335,3.445833,0.10800001,-0.6693972,132.10527,176.4079424537906
2016-08-10,0,0,0,35.793327,18.731949,-0.1638844,-0.20844142,6.0,292.625,3.1103515625,-2.49609375,0.7959166,6.093334,2.1375,0.11816666,-0.17500491,100.44619,128.74745326510094
2016-08-11,0,0,0,35.818504,18.560745,-0.12115848,-0.14801477,6.59765625,292.515625,6.0703125,1.8681640625,0.68758345,6.074167,1.6500001,0.12620835,-0.46307978,123.13266,72.89403251752617
2016-08-12,0,0,0,35.82522,18.475143,-0.10620441,-0.13428144,5.54296875,292.71875,4.09765625,-1.7099609375,0.71133333,6.3841667,1.816667,0.11925,-0.8871967,153.57161,112.6508843664729
2016-08-13,0,0,0,35.830257,18.436234,-0.109866634,-0.13367108,5.505859375,292.75,5.2490234375,1.2666015625,0.78349996,5.730416,1.9416666,0.131125,-0.9666956,165.7667,76.43373374263746
2016-08-14,0,0,0,35.815147,18.708603,-0.100405894,-0.11627552,2.896484375,292.640625,0.4873046875,1.3798828125,0.9810001,5.76375,3.45,0.13020834,-0.966041,165.47723,19.45063926624005
2016-08-15,0,0,0,35.815147,18.879822,-0.14069033,-0.17487106,3.998046875,292.84375,-0.1025390625,-3.3427734375,0.8749166,6.38125,2.9458332,0.11295835,-0.92709136,159.94438,181.7569883099082
2016-08-16,0,0,0,35.816826,18.957642,-0.15106662,-0.19379254,4.76953125,292.984375,0.37109375,-3.80859375,0.62275,5.684583,1.3625001,0.10637501,-0.37516394,113.95567,174.43490116508838
2016-08-17,0,0,0,35.808434,18.79422,-0.111087374,-0.143437,3.150390625,293.0,1.5400390625,-1.4814453125,0.4884167,6.467083,0.9249997,0.09991666,-0.19999652,101.576004,133.88903816086804
2016-08-18,0,0,0,35.81179,18.83313,-0.13580737,-0.1739555,5.236328125,293.109375,-0.8046875,-4.78515625,0.70208335,5.8729157,1.85,0.10179167,-0.10171294,95.87728,189.5457331568614
2016-08-19,0,0,0,35.816826,18.716385,-0.14465773,-0.19013031,7.01171875,292.90625,2.4521484375,-5.375,1.1580833,6.5404167,4.9083333,0.11412501,0.14037572,81.82316,155.47688038766614
2016-08-20,0,0,0,35.83697,18.327286,0.020447401,0.012207404,7.013671875,292.546875,6.9541015625,0.0322265625,0.8378334,5.8299994,2.516667,0.12162501,-0.07845608,95.15797,89.73448291124652
